instance,lable,predicted,correctness
310,-1,-1,0.9035369774919614
311,-1,-1,0.9038461538461539
312,-1,-1,0.9041533546325878
313,-1,-1,0.9044585987261147
314,-1,-1,0.9047619047619048
315,-1,-1,0.9050632911392406
316,-1,-1,0.9053627760252366
317,-1,-1,0.9056603773584906
318,-1,-1,0.9059561128526645
319,-1,-1,0.90625
320,-1,-1,0.9065420560747663
321,-1,-1,0.906832298136646
322,1,-1,0.9040247678018576
323,-1,-1,0.904320987654321
324,-1,-1,0.9046153846153846
325,-1,-1,0.9049079754601227
326,-1,-1,0.9051987767584098
327,-1,-1,0.9054878048780488
328,-1,-1,0.9057750759878419
329,-1,-1,0.906060606060606
330,-1,-1,0.9063444108761329
331,-1,-1,0.9066265060240963
332,-1,-1,0.9069069069069069
333,-1,-1,0.907185628742515
334,-1,-1,0.9074626865671642
335,-1,-1,0.9077380952380952
336,-1,-1,0.9080118694362018
337,-1,-1,0.908284023668639
338,-1,-1,0.9085545722713865
339,-1,-1,0.9088235294117647
340,1,-1,0.906158357771261
341,-1,-1,0.9064327485380117
342,1,-1,0.9037900874635568
343,-1,-1,0.9040697674418605
344,-1,-1,0.9043478260869565
345,-1,-1,0.9046242774566474
346,-1,-1,0.9048991354466859
347,-1,-1,0.9051724137931034
348,-1,-1,0.9054441260744985
349,-1,-1,0.9057142857142857
350,-1,-1,0.905982905982906
351,-1,-1,0.90625
352,-1,-1,0.9065155807365439
353,1,-1,0.903954802259887
354,1,-1,0.9014084507042254
355,-1,-1,0.901685393258427
356,-1,-1,0.9019607843137255
357,1,-1,0.8994413407821229
358,-1,-1,0.8997214484679665
359,-1,-1,0.9
360,-1,-1,0.9002770083102493
361,-1,-1,0.9005524861878453
362,-1,-1,0.9008264462809917
363,-1,-1,0.9010989010989011
364,-1,-1,0.9013698630136986
365,-1,-1,0.9016393442622951
366,-1,-1,0.9019073569482289
367,-1,-1,0.9021739130434783
368,-1,-1,0.9024390243902439
369,-1,-1,0.9027027027027027
370,-1,-1,0.9029649595687331
371,-1,-1,0.9032258064516129
372,-1,-1,0.903485254691689
373,-1,-1,0.9037433155080213
374,1,1,0.904
375,-1,-1,0.9042553191489362
376,-1,-1,0.9045092838196287
377,-1,-1,0.9047619047619048
378,-1,-1,0.9050131926121372
379,-1,-1,0.9052631578947369
380,-1,-1,0.905511811023622
381,-1,-1,0.9057591623036649
382,-1,-1,0.9060052219321149
383,-1,-1,0.90625
384,1,-1,0.9038961038961039
385,-1,-1,0.9041450777202072
386,-1,-1,0.9043927648578811
387,1,1,0.904639175257732
388,1,-1,0.9023136246786633
389,-1,-1,0.9025641025641026
390,-1,-1,0.9028132992327366
391,1,-1,0.9005102040816326
392,-1,-1,0.9007633587786259
393,1,-1,0.8984771573604061
394,-1,-1,0.8987341772151899
395,-1,-1,0.898989898989899
396,1,-1,0.8967254408060453
397,-1,-1,0.8969849246231156
398,-1,-1,0.8972431077694235
399,-1,-1,0.8975
400,-1,-1,0.8977556109725686
401,-1,-1,0.8980099502487562
402,-1,-1,0.8982630272952854
403,-1,-1,0.8985148514851485
404,-1,-1,0.8987654320987655
405,-1,-1,0.8990147783251231
406,-1,-1,0.8992628992628993
407,-1,-1,0.8995098039215687
408,-1,-1,0.8997555012224939
409,1,-1,0.8975609756097561
410,-1,-1,0.8978102189781022
411,-1,-1,0.8980582524271845
412,-1,-1,0.8983050847457628
413,-1,-1,0.8985507246376812
414,-1,-1,0.8987951807228916
415,-1,-1,0.8990384615384616
416,-1,-1,0.8992805755395683
417,-1,-1,0.8995215311004785
418,-1,-1,0.8997613365155132
419,-1,-1,0.9
420,-1,-1,0.9002375296912114
421,-1,-1,0.9004739336492891
422,-1,-1,0.900709219858156
423,-1,-1,0.9009433962264151
424,1,-1,0.8988235294117647
425,-1,-1,0.8990610328638498
426,-1,-1,0.8992974238875878
427,-1,-1,0.8995327102803738
428,-1,-1,0.8997668997668997
429,-1,-1,0.9
430,1,-1,0.8979118329466357
431,-1,-1,0.8981481481481481
432,-1,-1,0.8983833718244804
433,-1,-1,0.8986175115207373
434,-1,-1,0.8988505747126436
435,-1,-1,0.8990825688073395
436,1,-1,0.897025171624714
437,-1,-1,0.8972602739726028
438,-1,-1,0.89749430523918
439,-1,-1,0.8977272727272727
440,-1,-1,0.8979591836734694
441,-1,-1,0.8981900452488688
442,-1,-1,0.8984198645598194
443,-1,-1,0.8986486486486487
444,-1,-1,0.898876404494382
445,-1,-1,0.899103139013453
446,-1,-1,0.8993288590604027
447,-1,-1,0.8995535714285714
448,1,-1,0.8975501113585747
449,1,-1,0.8955555555555555
450,1,-1,0.893569844789357
451,-1,-1,0.8938053097345132
452,-1,-1,0.8940397350993378
453,-1,-1,0.8942731277533039
454,-1,-1,0.8945054945054945
455,-1,1,0.8925438596491229
456,-1,-1,0.8927789934354485
457,-1,-1,0.8930131004366813
458,-1,-1,0.8932461873638344
459,-1,-1,0.8934782608695652
460,-1,1,0.8915401301518439
461,-1,-1,0.8917748917748918
462,-1,-1,0.8920086393088553
463,-1,-1,0.8922413793103449
464,-1,-1,0.8924731182795699
465,-1,-1,0.8927038626609443
466,-1,-1,0.892933618843683
467,-1,-1,0.8931623931623932
468,-1,-1,0.8933901918976546
469,-1,-1,0.8936170212765957
470,-1,-1,0.8938428874734607
471,-1,-1,0.8940677966101694
472,-1,-1,0.8942917547568711
473,-1,-1,0.8945147679324894
474,-1,-1,0.8947368421052632
475,-1,-1,0.8949579831932774
476,-1,-1,0.8951781970649895
477,-1,-1,0.895397489539749
478,-1,-1,0.8956158663883089
479,-1,-1,0.8958333333333334
480,-1,-1,0.896049896049896
481,-1,-1,0.8962655601659751
482,-1,-1,0.8964803312629399
483,-1,-1,0.8966942148760331
484,-1,-1,0.8969072164948454
485,-1,-1,0.897119341563786
486,-1,-1,0.8973305954825462
487,-1,-1,0.8975409836065574
488,-1,-1,0.8977505112474438
489,-1,-1,0.8979591836734694
490,-1,-1,0.8981670061099797
491,-1,-1,0.8983739837398373
492,-1,-1,0.8985801217038539
493,-1,-1,0.8987854251012146
494,-1,-1,0.898989898989899
495,-1,-1,0.8991935483870968
496,-1,-1,0.8993963782696177
497,1,1,0.8995983935742972
498,1,-1,0.8977955911823647
499,-1,-1,0.898
500,-1,-1,0.8982035928143712
501,-1,-1,0.898406374501992
502,-1,-1,0.8986083499005965
503,-1,-1,0.8988095238095238
504,-1,-1,0.899009900990099
505,-1,-1,0.8992094861660079
506,-1,-1,0.8994082840236687
507,-1,-1,0.8996062992125984
508,-1,-1,0.899803536345776
509,-1,-1,0.9
510,-1,-1,0.9001956947162426
511,-1,-1,0.900390625
512,-1,-1,0.9005847953216374
513,-1,-1,0.9007782101167315
514,-1,-1,0.9009708737864077
515,-1,-1,0.9011627906976745
516,-1,-1,0.9013539651837524
517,-1,-1,0.9015444015444015
518,-1,-1,0.9017341040462428
519,-1,-1,0.9019230769230769
520,-1,-1,0.9021113243761996
521,-1,-1,0.9022988505747126
522,-1,-1,0.9024856596558317
523,-1,-1,0.9026717557251909
524,-1,-1,0.9028571428571428
525,-1,-1,0.903041825095057
526,-1,-1,0.9032258064516129
527,-1,-1,0.9034090909090909
528,-1,-1,0.9035916824196597
529,-1,-1,0.9037735849056604
530,-1,-1,0.903954802259887
531,-1,-1,0.9041353383458647
532,-1,-1,0.9043151969981238
533,-1,-1,0.9044943820224719
534,-1,-1,0.9046728971962616
535,-1,-1,0.9048507462686567
536,-1,-1,0.9050279329608939
537,1,-1,0.9033457249070632
538,-1,-1,0.9035250463821892
539,-1,-1,0.9037037037037037
540,-1,-1,0.9038817005545287
541,-1,-1,0.9040590405904059
542,-1,-1,0.9042357274401474
543,-1,-1,0.9044117647058824
544,-1,-1,0.9045871559633027
545,-1,-1,0.9047619047619048
546,-1,-1,0.9049360146252285
547,-1,-1,0.9051094890510949
548,1,-1,0.9034608378870674
549,-1,-1,0.9036363636363637
550,-1,1,0.9019963702359347
551,-1,-1,0.9021739130434783
552,-1,-1,0.9023508137432188
553,-1,-1,0.9025270758122743
554,-1,-1,0.9027027027027027
555,-1,-1,0.9028776978417267
556,-1,-1,0.9030520646319569
557,-1,-1,0.9032258064516129
558,-1,-1,0.9033989266547406
559,1,-1,0.9017857142857143
560,-1,-1,0.9019607843137255
561,-1,-1,0.902135231316726
562,-1,-1,0.9023090586145648
563,1,-1,0.900709219858156
564,1,-1,0.8991150442477877
565,-1,-1,0.8992932862190812
566,-1,-1,0.8994708994708994
567,-1,-1,0.8996478873239436
568,-1,-1,0.8998242530755711
569,1,-1,0.8982456140350877
570,-1,-1,0.8984238178633975
571,-1,-1,0.8986013986013986
572,-1,-1,0.8987783595113438
573,-1,-1,0.8989547038327527
574,-1,-1,0.8991304347826087
575,-1,-1,0.8993055555555556
576,-1,-1,0.8994800693240901
577,-1,-1,0.8996539792387543
578,-1,-1,0.8998272884283247
579,-1,-1,0.9
580,-1,-1,0.9001721170395869
581,-1,-1,0.9003436426116839
582,-1,-1,0.9005145797598628
583,-1,-1,0.9006849315068494
584,-1,-1,0.9008547008547009
585,-1,-1,0.9010238907849829
586,-1,-1,0.9011925042589438
587,-1,-1,0.9013605442176871
588,-1,-1,0.9015280135823429
589,-1,-1,0.9016949152542373
590,-1,-1,0.9018612521150592
591,-1,-1,0.902027027027027
592,1,-1,0.9005059021922428
593,-1,-1,0.9006734006734006
594,-1,-1,0.9008403361344538
595,-1,-1,0.9010067114093959
596,-1,-1,0.9011725293132329
597,-1,-1,0.9013377926421404
598,-1,-1,0.9015025041736227
599,-1,-1,0.9016666666666666
600,-1,-1,0.9018302828618968
601,-1,-1,0.9019933554817275
602,-1,-1,0.9021558872305141
603,1,-1,0.9006622516556292
604,-1,-1,0.9008264462809917
605,-1,-1,0.900990099009901
606,-1,-1,0.9011532125205931
607,-1,1,0.899671052631579
608,-1,-1,0.8998357963875205
609,-1,-1,0.9
610,-1,-1,0.900163666121113
611,-1,-1,0.9003267973856209
612,-1,-1,0.9004893964110929
613,-1,-1,0.9006514657980456
614,-1,-1,0.9008130081300812
615,-1,-1,0.900974025974026
616,-1,-1,0.9011345218800648
617,-1,-1,0.901294498381877
618,1,-1,0.8998384491114702
619,-1,-1,0.9
620,-1,-1,0.9001610305958132
621,-1,-1,0.9003215434083601
622,-1,-1,0.9004815409309791
623,1,-1,0.8990384615384616
624,-1,-1,0.8992
625,-1,-1,0.8993610223642172
626,-1,-1,0.8995215311004785
627,-1,-1,0.8996815286624203
628,-1,-1,0.8998410174880763
629,-1,-1,0.9
630,1,-1,0.8985736925515055
631,-1,-1,0.8987341772151899
632,-1,-1,0.8988941548183255
633,-1,-1,0.8990536277602523
634,-1,-1,0.8992125984251969
635,-1,-1,0.89937106918239
636,-1,-1,0.8995290423861853
637,-1,-1,0.8996865203761756
638,-1,-1,0.8998435054773083
639,-1,-1,0.9
640,-1,-1,0.9001560062402496
641,-1,-1,0.9003115264797508
642,-1,-1,0.9004665629860031
643,-1,-1,0.9006211180124224
644,-1,-1,0.9007751937984496
645,-1,-1,0.9009287925696594
646,-1,-1,0.9010819165378671
647,-1,-1,0.9012345679012346
648,-1,-1,0.901386748844376
649,-1,-1,0.9015384615384615
650,-1,-1,0.901689708141321
651,-1,-1,0.901840490797546
652,-1,-1,0.9019908116385911
653,-1,-1,0.9021406727828746
654,-1,-1,0.9022900763358779
655,1,-1,0.9009146341463414
656,-1,-1,0.9010654490106544
657,-1,-1,0.9012158054711246
658,-1,-1,0.9013657056145675
659,-1,-1,0.9015151515151515
660,-1,-1,0.9016641452344932
661,-1,-1,0.9018126888217523
662,-1,-1,0.9019607843137255
663,-1,-1,0.9021084337349398
664,-1,-1,0.9022556390977443
665,-1,-1,0.9024024024024024
666,-1,-1,0.9025487256371814
667,-1,-1,0.9026946107784432
668,-1,-1,0.9028400597907325
669,-1,-1,0.9029850746268657
670,-1,-1,0.9031296572280179
671,-1,-1,0.9032738095238095
672,-1,-1,0.9034175334323923
673,-1,-1,0.9035608308605341
674,1,-1,0.9022222222222223
675,-1,-1,0.9023668639053254
676,-1,-1,0.9025110782865583
677,-1,-1,0.9026548672566371
678,-1,-1,0.9027982326951399
679,-1,-1,0.9029411764705882
680,-1,-1,0.9030837004405287
681,-1,-1,0.9032258064516129
682,-1,-1,0.9033674963396779
683,-1,-1,0.9035087719298246
684,-1,-1,0.9036496350364963
685,-1,-1,0.9037900874635568
686,-1,-1,0.9039301310043668
687,-1,-1,0.9040697674418605
688,-1,-1,0.9042089985486212
689,-1,-1,0.9043478260869565
690,-1,-1,0.9044862518089725
691,1,-1,0.903179190751445
692,1,-1,0.9018759018759018
693,-1,-1,0.9020172910662824
694,-1,-1,0.902158273381295
695,-1,-1,0.9022988505747126
696,-1,-1,0.9024390243902439
697,1,-1,0.9011461318051576
698,-1,-1,0.9012875536480687
699,-1,-1,0.9014285714285715
700,-1,-1,0.9015691868758916
701,1,-1,0.9002849002849003
702,-1,-1,0.9004267425320057
703,-1,-1,0.9005681818181818
704,-1,-1,0.900709219858156
705,-1,-1,0.9008498583569405
706,1,-1,0.8995756718528995
707,-1,-1,0.8997175141242938
708,-1,-1,0.8998589562764457
709,-1,-1,0.9
710,-1,-1,0.90014064697609
711,-1,-1,0.9002808988764045
712,-1,-1,0.9004207573632539
713,-1,-1,0.9005602240896359
714,-1,-1,0.9006993006993007
715,-1,-1,0.9008379888268156
716,-1,-1,0.900976290097629
717,-1,-1,0.9011142061281338
718,-1,-1,0.9012517385257302
719,-1,-1,0.9013888888888889
720,-1,-1,0.9015256588072122
721,-1,-1,0.9016620498614959
722,-1,-1,0.9017980636237898
723,-1,-1,0.9019337016574586
724,-1,-1,0.9020689655172414
725,1,-1,0.9008264462809917
726,-1,-1,0.9009628610729024
727,-1,-1,0.9010989010989011
728,-1,-1,0.9012345679012346
729,-1,-1,0.9013698630136986
730,-1,-1,0.9015047879616963
731,1,-1,0.9002732240437158
732,-1,-1,0.9004092769440655
733,-1,-1,0.9005449591280654
734,-1,1,0.8993197278911564
735,-1,-1,0.8994565217391305
736,-1,-1,0.8995929443690638
737,-1,-1,0.8997289972899729
738,-1,-1,0.8998646820027063
739,-1,-1,0.9
740,1,-1,0.8987854251012146
741,-1,-1,0.898921832884097
742,-1,-1,0.8990578734858681
743,-1,-1,0.8991935483870968
744,-1,-1,0.8993288590604027
745,-1,-1,0.8994638069705094
746,-1,-1,0.8995983935742972
747,-1,-1,0.8997326203208557
748,1,-1,0.8985313751668892
749,-1,-1,0.8986666666666666
750,-1,-1,0.8988015978695073
751,1,-1,0.8976063829787234
752,-1,-1,0.897742363877822
753,-1,-1,0.8978779840848806
754,1,-1,0.8966887417218543
755,1,-1,0.8955026455026455
756,-1,-1,0.8956406869220608
757,-1,-1,0.895778364116095
758,1,-1,0.8945981554677207
759,-1,-1,0.8947368421052632
760,-1,-1,0.8948751642575559
761,-1,-1,0.89501312335958
762,-1,-1,0.8951507208387942
763,-1,-1,0.8952879581151832
764,-1,-1,0.8954248366013072
765,1,1,0.8955613577023499
766,-1,-1,0.8956975228161669
767,-1,-1,0.8958333333333334
768,-1,-1,0.8959687906371911
769,-1,-1,0.8961038961038961
770,-1,-1,0.8962386511024644
771,-1,-1,0.8963730569948186
772,-1,-1,0.8965071151358344
773,-1,-1,0.896640826873385
774,-1,-1,0.896774193548387
775,1,1,0.8969072164948454
776,1,-1,0.8957528957528957
777,-1,-1,0.8958868894601543
778,-1,-1,0.8960205391527599
779,-1,-1,0.8961538461538462
780,-1,-1,0.8962868117797695
781,-1,-1,0.8964194373401535
782,-1,-1,0.896551724137931
783,-1,-1,0.8966836734693877
784,-1,-1,0.8968152866242038
785,-1,-1,0.8969465648854962
786,-1,-1,0.8970775095298602
787,-1,-1,0.8972081218274112
788,-1,-1,0.8973384030418251
789,-1,-1,0.8974683544303798
790,-1,-1,0.8975979772439949
791,-1,-1,0.8977272727272727
792,-1,-1,0.8978562421185372
793,-1,-1,0.8979848866498741
794,-1,-1,0.8981132075471698
795,-1,-1,0.8982412060301508
796,-1,1,0.8971141781681304
797,-1,-1,0.8972431077694235
798,-1,-1,0.8973717146433041
799,1,-1,0.89625
800,-1,-1,0.8963795255930087
801,-1,-1,0.8965087281795511
802,-1,-1,0.8966376089663761
803,-1,-1,0.8967661691542289
804,-1,-1,0.8968944099378882
805,-1,-1,0.8970223325062034
806,-1,-1,0.8971499380421314
807,-1,-1,0.8972772277227723
808,-1,-1,0.8974042027194067
809,-1,-1,0.8975308641975308
810,-1,-1,0.8976572133168927
811,-1,-1,0.8977832512315271
812,-1,-1,0.897908979089791
813,1,1,0.898034398034398
814,-1,-1,0.898159509202454
815,-1,-1,0.8982843137254902
816,-1,-1,0.8984088127294981
817,-1,-1,0.8985330073349633
818,-1,-1,0.8986568986568987
819,-1,-1,0.8987804878048781
820,-1,-1,0.8989037758830695
821,1,-1,0.8978102189781022
822,-1,-1,0.8979343863912516
823,-1,-1,0.8980582524271845
824,-1,-1,0.8981818181818182
825,-1,-1,0.8983050847457628
826,-1,-1,0.898428053204353
827,-1,-1,0.8985507246376812
828,-1,-1,0.8986731001206273
829,-1,-1,0.8987951807228916
830,-1,-1,0.8989169675090253
831,-1,-1,0.8990384615384616
832,1,-1,0.8979591836734694
833,1,-1,0.8968824940047961
834,-1,-1,0.8970059880239521
835,-1,-1,0.8971291866028708
836,-1,-1,0.8972520908004779
837,1,-1,0.89618138424821
838,-1,-1,0.8963051251489869
839,1,-1,0.8952380952380953
840,-1,-1,0.8953626634958383
841,-1,-1,0.8954869358669834
842,-1,-1,0.8956109134045077
843,1,-1,0.8945497630331753
844,-1,-1,0.8946745562130177
845,-1,-1,0.8947990543735225
846,1,-1,0.8937426210153483
847,-1,-1,0.8938679245283019
848,1,-1,0.8928150765606596
849,-1,-1,0.8929411764705882
